:Product: Dourbes_iono.txt
:Issued: 2016 Jun 21 0055 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units for foF2, MUF(D), foEs, foE, fMUF, foF1, fxI & fbEs = MHz
# Units for yF2, D, hmE, h'F, h' & hmF2 = km
# Units for TEC = 10^16 el/m^2  
# Missing data: -1.0,-1,-1.00
#
#       Real-Time Ionosonde Data
#       Dourbes N50E005 Institute Royal Meteorologique-DGS-256
# 
# UT Date   Time
# YR MO DA  HHMM    foF2 hmF2 MUF(D) D  h'F yF2 fMUF  h'  fxI foF1  foE hmE foEs fbEs  ITEC
#-------------------------------------------------------------------------------------------
2016 06 20  1810     5.7 291  3.18   -1 155  66  5.3 335  6.5  3.7  2.3 108  2.6 -1.0   8.1
2016 06 20  1815     5.8 290  3.08   -1 184  78  5.3 346  6.4  3.6  2.2 109  2.0 -1.0   9.2
2016 06 20  1820     5.7 287  3.20   -1 239  61  5.3 337  6.5  3.5  2.3 108  2.4 -1.0   7.5
2016 06 20  1825     5.7 282  3.13   -1 232  66  5.2 341  6.5  3.5  2.1 109  2.3 -1.0   7.8
2016 06 20  1830     5.9 280  3.02   -1 241  80  5.4 362  6.6  3.5  2.1 110  2.2 -1.0   9.4
2016 06 20  1835     6.0 233  3.14   -1 181  -1  5.7 356  6.7  2.4  2.0 108  2.3 -1.0  -1.0
2016 06 20  1840     6.0 284  3.15   -1 171  62  5.5 337  6.8  3.4  2.1 108  2.2 -1.0   8.0
2016 06 20  1845     6.1 276  3.16   -1 185  67  5.7 343  6.7  3.3  1.9 115  2.5 -1.0   8.4
2016 06 20  1850     6.2 269  3.05   -1 230 101  5.7 348  7.0  3.2  2.0 111  2.8  2.2  11.8
2016 06 20  1855     6.2 271  3.07   -1 231  77  5.7 350  7.0  3.1  1.8 111  1.8 -1.0   9.5
2016 06 20  1900     6.3 272  3.06   -1 235  81  5.8 357  7.0  3.0  1.8 105  2.1 -1.0  10.1
2016 06 20  1905     6.4 275  3.14   -1 235  71  5.8 333  7.2  3.0  2.0 108  1.8 -1.0   9.6
2016 06 20  1910     6.5 267  3.15   -1 178  74  6.0 332  7.4  2.8  2.0 103  1.8 -1.0   9.9
2016 06 20  1915     6.5 259  3.21   -1 249  62  6.0 330  7.2  2.7  1.9 102  2.1 -1.0   8.3
2016 06 20  1920     6.6 252  3.12   -1 252  91  5.9 325  7.5 -1.0  1.9 107  2.2  2.2  11.8
2016 06 20  1925     6.6 252  3.19   -1 252  68  6.0 325  7.5 -1.0  1.8 104  2.2  2.0   9.0
2016 06 20  1930     6.6 249  3.19   -1 249  66  6.0 321  7.5 -1.0  1.8 105  1.7 -1.0   8.5
2016 06 20  1935     6.7 246  3.21   -1 246  64  6.1 322  7.6 -1.0  1.7 115  1.8 -1.0   8.5
2016 06 20  1940     6.6 244  3.28   -1 244  53  6.3 337  7.5 -1.0  1.5 117  1.9 -1.0   6.9
2016 06 20  1945     6.7 239  3.28   -1 239  52  6.3 331  7.5 -1.0  1.3 122 -1.0 -1.0   6.8
2016 06 20  1950     6.7 234  3.25   -1 234  59  6.3 331  7.7 -1.0 -1.0  -1 -1.0 -1.0   7.5
2016 06 20  1955     6.7 234  3.33   -1 234  52  6.3 325  7.5 -1.0 -1.0  -1 -1.0 -1.0   6.6
2016 06 20  2000     6.9 232  3.13   -1 232  88  6.2 320  7.8 -1.0 -1.0  -1 -1.0 -1.0  11.8
2016 06 20  2005     6.9 229  3.13   -1 229  71  6.2 319  7.8 -1.0 -1.0  -1 -1.0 -1.0   9.3
2016 06 20  2010     6.9 229  3.21   -1 229  59  6.5 342  7.7 -1.0 -1.0  -1 -1.0 -1.0   7.9
2016 06 20  2015     7.0 234  3.24   -1 234  60  6.4 320  7.7 -1.0 -1.0  -1 -1.0 -1.0   8.2
2016 06 20  2020     6.9 226  3.22   -1 226  63  6.3 322  7.7 -1.0 -1.0  -1 -1.0 -1.0   8.3
2016 06 20  2025     6.7 225  3.32   -1 225  48  6.3 317  7.6 -1.0 -1.0  -1 -1.0 -1.0   6.0
2016 06 20  2030     6.7 221  3.31   -1 221  51  6.2 315  7.3 -1.0 -1.0  -1  1.8  1.5   6.2
2016 06 20  2035     6.7 216  3.19   -1 216  65  6.2 329  7.3 -1.0 -1.0  -1  2.1  1.6   7.9
2016 06 20  2040     6.7 222  3.09   -1 222  81  6.0 334  7.7 -1.0 -1.0  -1  3.0  1.9   9.7
2016 06 20  2045     6.6 229  3.17   -1 229  56  6.3 353  7.5 -1.0 -1.0  -1  2.8  2.0   6.6
2016 06 20  2050     6.8 199  3.15   -1 199  71  6.2 329  7.6 -1.0 -1.0  -1  3.2  1.4   9.1
2016 06 20  2055     6.7 236  3.25   -1 236  48  6.2 326  7.4 -1.0 -1.0  -1  3.2  1.8   5.8
2016 06 20  2100     6.7 236  3.21   -1 236  56  6.2 328  7.5 -1.0 -1.0  -1  2.5  2.2   6.9
2016 06 20  2105     6.5 234  3.28   -1 234  45  6.2 332  7.4 -1.0 -1.0  -1  2.5  2.1   5.2
2016 06 20  2110     6.7 234  3.17   -1 234  56  6.3 351  7.5 -1.0 -1.0  -1  2.6  2.2   6.8
2016 06 20  2115     6.7 224  3.22   -1 224  57  6.2 335  7.5 -1.0 -1.0  -1  2.6 -1.0   6.9
2016 06 20  2120     6.7 228  3.19   -1 228  58  6.3 345  7.3 -1.0 -1.0  -1  2.0 -1.0   7.0
2016 06 20  2125     6.7 224  3.19   -1 224  59  6.2 331  7.5 -1.0 -1.0  -1  1.9  1.4   7.1
2016 06 20  2130     6.7 224  3.25   -1 224  50  6.3 338  7.3 -1.0 -1.0  -1 -1.0 -1.0   6.0
2016 06 20  2135     6.7 225  3.22   -1 225  66  6.2 326  7.4 -1.0 -1.0  -1 -1.0 -1.0   8.2
2016 06 20  2140     6.7 219  3.23   -1 219  57  6.2 327  7.5 -1.0 -1.0  -1 -1.0 -1.0   6.8
2016 06 20  2145     6.7 223  3.30   -1 223  51  6.2 320  7.5 -1.0 -1.0  -1 -1.0 -1.0   6.2
2016 06 20  2150     6.7 224  3.30   -1 224  54  6.2 312  7.5 -1.0 -1.0  -1 -1.0 -1.0   6.6
2016 06 20  2155     6.7 224  3.35   -1 224  54  6.2 313  7.5 -1.0 -1.0  -1 -1.0 -1.0   6.6
2016 06 20  2200     6.5 218  3.30   -1 218  65  6.0 303  7.2 -1.0 -1.0  -1 -1.0 -1.0   7.6
2016 06 20  2205     6.3 216  3.31   -1 216  62  5.8 308  7.0 -1.0 -1.0  -1 -1.0 -1.0   6.9
2016 06 20  2210     6.2 217  3.29   -1 217  57  5.8 311  7.0 -1.0 -1.0  -1 -1.0 -1.0   6.1
2016 06 20  2215     6.1 214  3.27   -1 214  58  5.8 326  6.8 -1.0 -1.0  -1 -1.0 -1.0   5.9
2016 06 20  2220     6.0 216  3.25   -1 216  57  5.6 325  6.8 -1.0 -1.0  -1 -1.0 -1.0   5.5
2016 06 20  2225     6.0 219  3.17   -1 219  76  5.7 340  6.8 -1.0 -1.0  -1 -1.0 -1.0   7.6
2016 06 20  2230     6.0 221  3.17   -1 221  77  5.5 335  6.8 -1.0 -1.0  -1 -1.0 -1.0   7.6
2016 06 20  2235     5.8 226  3.25   -1 226  53  5.7 345  6.7 -1.0 -1.0  -1 -1.0 -1.0   5.0
2016 06 20  2240     5.9 224  3.21   -1 224  65  5.6 343  6.7 -1.0 -1.0  -1 -1.0 -1.0   6.3
2016 06 20  2245     5.7 226  3.25   -1 226  53  5.2 317  6.5 -1.0 -1.0  -1 -1.0 -1.0   4.7
2016 06 20  2250     5.8 226  3.14   -1 226  74  5.3 333  6.6 -1.0 -1.0  -1 -1.0 -1.0   6.8
2016 06 20  2255     5.7 221  3.12   -1 221  74  5.2 334  6.5 -1.0 -1.0  -1 -1.0 -1.0   6.5
2016 06 20  2300     5.5 221  3.17   -1 221  67  5.0 330  6.3 -1.0 -1.0  -1 -1.0 -1.0   5.5
2016 06 20  2305     5.5 221  3.17   -1 221  69  5.2 341  6.3 -1.0 -1.0  -1 -1.0 -1.0   5.7
2016 06 20  2310     5.5 224  3.12   -1 224  70  5.0 341  6.3 -1.0 -1.0  -1 -1.0 -1.0   5.7
2016 06 20  2315     5.5 224  3.12   -1 224  72  5.0 339  6.3 -1.0 -1.0  -1 -1.0 -1.0   5.9
2016 06 20  2320     5.5 221  3.14   -1 221  75  5.2 342  6.3 -1.0 -1.0  -1 -1.0 -1.0   6.3
2016 06 20  2325     5.5 226  3.17   -1 226  64  5.0 336  6.2 -1.0 -1.0  -1 -1.0 -1.0   5.2
2016 06 20  2330     5.5 227  3.18   -1 227  66  5.2 340  6.3 -1.0 -1.0  -1 -1.0 -1.0   5.4
2016 06 20  2335     5.5 228  3.19   -1 228  65  5.2 333  6.4 -1.0 -1.0  -1 -1.0 -1.0   5.5
2016 06 20  2340     5.5 226  3.24   -1 226  62  5.2 336  6.2 -1.0 -1.0  -1 -1.0 -1.0   5.1
2016 06 20  2345     5.5 230  3.27   -1 230  61  5.2 334  6.2 -1.0 -1.0  -1 -1.0 -1.0   5.1
2016 06 20  2350     5.5 218  3.27   -1 218  76  5.0 303  6.2 -1.0 -1.0  -1 -1.0 -1.0   6.4
2016 06 20  2355     5.4 218  3.30   -1 218  70  5.0 308  6.0 -1.0 -1.0  -1  1.9  1.8   5.6
2016 06 21  0000     5.3 215  3.26   -1 215  74  4.8 312  5.9 -1.0 -1.0  -1  1.9  1.8   5.7
2016 06 21  0005     5.2 214  3.26   -1 214  66  4.6 301  5.8 -1.0 -1.0  -1  1.8  1.8   4.8
2016 06 21  0010     4.9 212  3.32   -1 212  61  4.5 310  5.8 -1.0 -1.0  -1  1.8  1.7   4.0
2016 06 21  0015     4.8 212  3.30   -1 212  79  4.3 291  5.6 -1.0 -1.0  -1 -1.0 -1.0   5.1
2016 06 21  0020     4.7 210  3.18   -1 210  73  4.1 301  5.5 -1.0 -1.0  -1  1.8 -1.0   4.3
2016 06 21  0025     4.7 216  3.10   -1 216  82  4.0 312  5.4 -1.0 -1.0  -1  2.0  1.9   4.8
2016 06 21  0030     4.6 219  3.09   -1 219  82  4.1 328  5.2 -1.0 -1.0  -1  2.1  1.8   4.7
2016 06 21  0035     4.5 231  3.19   -1 231  68  4.2 330  5.3 -1.0 -1.0  -1  2.1  1.9   3.9
2016 06 21  0040     4.5 224  3.13   -1 224  76  4.1 328  5.2 -1.0 -1.0  -1  2.5  1.6   4.3
2016 06 21  0045     4.3 244  3.20   -1 244  52  4.0 331  5.0 -1.0 -1.0  -1  2.5  2.2   2.7
